REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2022,(540) Civitas Resources - Denver Basin,1000355,555 17th St. Suite 3700,39.74431,-104.98858,Denver,,CO,80202,CIVITAS RESOURCES INC (100%),638406,W
2022,(540) Civitas Resources - GB - Denver Basin,1014558,555 17th St. Suite 3700,39.74582152,-104.9892427,Denver,,CO,80202,CIVITAS RESOURCES INC (100%),73619,W
2022,220 Gulf Coast Basin,1012507,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),201806,W
2022,220 Gulf Coast Basin DEC,1009238,333 West Sheridan Ave,35.466697,-97.51453,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),913156,W
2022,23rd and 3rd,1000112,730 3rd Avenue,40.663,-74,BROOKLYN,Kings,NY,11232,NEW YORK POWER AUTHORITY (100%),68770,"C,D"
2022,260 East Texas Basin - BP America Production Company,1009170,501 Westlake Park Blvd.,29.78037,-95.6295,Houston,,TX,77079,BP AMERICA INC (100%),3720,W
2022,30-30 Gas Plant,1013701,2300 FM 1622,33.05188,-102.88792,Plains,YOAKUM COUNTY,TX,79355,STAKEHOLDER GAS SERVICES LLC (100%),40743,"C,PP,RR (RPT),W"
2022,31st Street Landfill,1003742,11700 W 31ST ST,41.834962,-87.916392,WESTCHESTER,COOK COUNTY,IL,60154,CATHOLIC BISHOP OF CHICAGO (100%),294,"C,HH"
2022,345 Arkoma Basin,1012472,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),62694,W
2022,350 South Oklahoma Folded Belt,1012466,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),78600,W
2022,360 Anadarko Basin,1009265,"4700 Gaillardia Parkway, Ste. 200",35.56719,-97.49827,Oklahoma City,,OK,73142,CHAPARRAL ENERGY INC (100%),97549,W
2022,360 Anadarko Basin,1012522,811 Louisiana Suite 2100,29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),206476,W
2022,360 Anadarko Basin DEC,1008287,333 West Sheridan Ave,35.466697,-97.51453,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),262644,W
2022,360 Anadarko Camino Production,1013331,1401 17th Street Suite 1000,39.75164151,-104.9966423,Denver,,CO,80202,CAMINO NATURAL RESOURCES LLC (100%),78342,W
2022,375 Sedgwick Basin,1012523,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),31883,W
2022,395 Williston Basin,1012526,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),146145,W
2022,395 Williston Basin GB WPX,1014714,333 W Sheridan Ave,35.46715529,-97.51773636,OKLAHOMA CITY,,OK,73102,DEVON ENERGY CORP (100%),31031,W
2022,3M BROWNWOOD,1003188,4501 HIGHWAY 377 SOUTH,31.671177,-98.996513,BROWNWOOD,BROWN COUNTY,TX,76801,3M CO (100%),29490,"C,N"
2022,3M CO,1005043,,44.951,-92.9959,MAPLEWOOD,RAMSEY COUNTY,MN,55144,3M CO (100%),87821,C
2022,3M CO - GUIN,1003739,6675 US HIGHWAY 43,33.96548,-87.89936,GUIN,MARION COUNTY,AL,35563,3M CO (100%),29808,"C,N"
2022,3M CO - WAUSAU DOWNTOWN,1007698,144 ROSECRANS ST,44.95018,-89.63766,WAUSAU,MARATHON COUNTY,WI,54401,3M CO (100%),41485,C
2022,3M COMPANY,1004206,1400 STATE DOCKS RD.,34.64179,-87.033608,DECATUR,MORGAN COUNTY,AL,35609,3M CO (100%),36887,"C,L,OO"
2022,3M CORDOVA,1006665,22614 ROUTE 84 NORTH,41.755,-90.284167,CORDOVA,ROCK ISLAND COUNTY,IL,61242,3M CO (100%),35151,"C,L,OO"
2022,3M Cottage Grove Center - Site,1004836,10746 Innovation Rd,44.789444,-92.908333,Cottage Grove,WASHINGTON COUNTY,MN,55016,3M CO (100%),23310,"C,L,N,OO"
2022,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,1003408,3110 WALTERS DRIVE,34.70537,-92.24607,LITTLE ROCK,PULASKI COUNTY,AR,72206,3M CO (100%),32726,C
2022,3M MAGNETIC TAPE MANUFACTURING DIVISION,1004914,905-915 ADAMS STREET SOUTHEAST,44.879677,-94.359598,HUTCHINSON,MCLEOD COUNTY,MN,55350,3M CO (100%),37291,C
2022,3M NEVADA PLANT,1004804,2120 E. AUSTIN,37.834476,-94.330625,NEVADA,VERNON COUNTY,MO,64772,3M CO (100%),34940,C
2022,3M Pittsboro,1013282,4191 Hwy 87 South,35.660546,-79.176782,Moncure,,NC,27559,3M CO (100%),28113,C
2022,415 Strawn BKV  GB,1012545,4800 BLUE MOUND RD,32.78882,-97.34363,FORT WORTH,,TX,76106,BKV CORP (100%),129881,W
2022,415 Strawn Basin BKV - Production,1009276,4800 BLUE MOUND RD,35.4711808,-97.516602,FORT WORTH,,TX,76106,BKV CORP (100%),175511,W
2022,420 Fort Worth Syncline,1012495,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),154146,W
2022,420 Fort Worth Syncline BKV  GB,1012544,4800 Blue Mound Rd,32.78882,-97.34363,Fort Worth,,TX,76106,BKV CORP (100%),12847,W
2022,420 Fort Worth Syncline BKV - Production,1008289,1209 CR 1304,35.466697,-97.51453,Bridgeport,,TX,76426,BKV CORP (100%),168560,W
2022,425 Bend Arch,1012470,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),22723,W
2022,430 Cotton Draw Midstream,1013815,333 West Sheridan Avenue,35.46713402,-97.5177769,Oklahoma City,,OK,73102,COTTON DRAW MIDSTREAM LLC (100%),186590,W
2022,430 Permian Basin,1012500,"811 Louisiana, Suite 2100",29.75993,-95.366413,Houston,HARRIS COUNTY,TX,77002,TARGA RESOURCES CORP (100%),3237199,W
2022,430 Permian Basin DEC,1008290,333 West Sheridan Ave,35.466697,-97.51453,Oklahoma City,OKLAHOMA COUNTY,OK,73102,DEVON ENERGY CORP (100%),615632,W
2022,430 Permian Basin GB DEC,1012353,333 West Sheridan Ave,35.46713402,-97.5177769,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),50732,W
2022,48th Street Peaking Station,1001106,491 E 48TH ST,42.7553,-86.0853,HOLLAND,Allegan,MI,49423,CITY OF HOLLAND MICHIGAN (100%),55049,"C,D"
2022,50 Buttes Gas Plant,1012037,3669 South Hwy 50,43.85274,-105.77781,Gillette,CAMPBELL COUNTY,WY,82716,MERITAGE MIDSTREAM SERVICES II LLC (100%),51371,"C,W"
2022,515 Powder River Basin DEC,1009278,333 West Sheridan Ave,35.4711808,-97.516602,Oklahoma City,,OK,73102,DEVON ENERGY CORP (100%),172176,W
2022,580 - San Juan Basin Gathering/Boosting,1012154,1199 MAIN AVE SUITE 101,37.33290351,-107.8777404,DURANGO,,CO,81301,BP AMERICA INC (100%),177355,W
2022,580 San Juan Basin - Simcoe LLC,1009076,1199 MAIN AVE SUITE 101,29.78037,-95.6295,DURANGO,,CO,81301,BP AMERICA INC (100%),242246,W
2022,59th Street,1000766,850 12TH AVE,40.7711,-73.9911,NEW YORK,New York,NY,10019,CONSOLIDATED EDISON INC (100%),200866,C
2022,74th Street,1000767,506 E 75TH ST,40.768,-73.9515,NEW YORK,New York,NY,10021,CONSOLIDATED EDISON INC (100%),253583,C
2022,A B Brown Generating Station,1001033,8511 WELBORN ROAD,37.9053,-87.715,MOUNT VERNON,Posey,IN,47620,CENTERPOINT ENERGY INC (100%),3267725,D
2022,A.J. Mihm Generating Station,1013527,816017 Sarya Road,46.793722,-88.616566,Pelkie,,MI,49958,WEC Energy Group Inc (100%),112148,C
2022,ABBOTT PARK FACILITY,1002983,100 ABBOTT PARK RD,42.30227,-87.89065,ABBOTT PARK,LAKE COUNTY,IL,60064,ABBOTT LABORATORIES (100%),57188,C
2022,ABBVIE LTD.,1007514,RD 2 KM 58.0,18.433237,-66.570509,BARCELONETA,BARCELONETA MUNICIPIO,PR,617,ABBVIE INC (100%),63031,C
2022,ABC COKE,1004511,ONE RAILROAD AVENUE,33.580769,-86.781281,TARRANT,JEFFERSON COUNTY,AL,35217,DRUMMOND CO INC (100%),181006,"C,Q"
2022,ABERDEEN ENERGY LLC,1005353,13435 370TH AVENUE,45.442417,-98.787139,MINA,EDMUNDS COUNTY,SD,57451,GLACIAL LAKES CORN PROCESSORS (100%),191850,C
2022,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,1006971,4304 Susquehanna Ave,39.481881,-76.137166,APG,HARFORD COUNTY,MD,21005,US GOVERNMENT (%),100116,C
2022,ABSOLUTE ENERGY LLC,1002627,1372 STATELINE ROAD,43.49951,-92.91709,ST ANSGAR (MONA),MITCHELL COUNTY,IA,50472,ABSOLUTE ENERGY LLC (100%),150886,"C,II"
2022,AC 857 A,1002685,,26.29555555,-94.89777777,Offshore,,TX,0,SHELL PETROLEUM INC (100%),200728,"C,W"
2022,ACE ETHANOL LLC,1004761,815 WEST MAPLE STREET,44.9589,-90.9608,STANLEY,CHIPPEWA COUNTY,WI,54768,ACE ETHANOL LLC (100%),75894,"C,PP"
2022,ACME BRICK CO ELGIN PLANT,1005601,1776 OLD MCDADE RD,30.32903,-97.29207,ELGIN,BASTROP COUNTY,TX,78621,BERKSHIRE HATHAWAY INC (100%),24436,C
2022,ACME GYPSUM FACILITY,1005046,4164 HIGHWAY 285,34.323944,-99.818194,QUANAH,HARDEMAN COUNTY,TX,79252,KOCH INDUSTRIES INC (100%),37925,C
2022,ADA COGENERATION,1002731,7575 FULTON STREET EAST,42.929287,-85.431127,ADA,KENT COUNTY,MI,49355,ADA COGENERATION LP (100%),126559,C
2022,"ADA Carbon Solutions (Red River), LLC",1003752,201 Red River Mine Road,32.005411,-93.387823,Coushatta,RED RIVER PARISH,LA,71019,ADA CARBON SOLUTIONS LLC (100%),321027,C
2022,ADKINS ENERGY LLC,1003422,4350 WEST GALENA ROAD,42.3586,-89.80342,LENA,STEPHENSON COUNTY,IL,61048,ADKINS ENERGY LLC (100%),93792,C
2022,ADM - MANKATO,1002154,2019 3RD AVENUE,44.186805,-93.995493,MANKATO,BLUE EARTH COUNTY,MN,56001,ARCHER DANIELS MIDLAND CO (100%),106155,C
2022,ADM CORN PROCESSING,1006208,1251 BEAVER CHANNEL PARKWAY,41.8196,-90.2122,CLINTON,CLINTON COUNTY,IA,52732,ARCHER DANIELS MIDLAND CO (100%),2143653,"C,TT"
2022,ADM CORN PROCESSING,1006047,1350 WACONIA AVENUE SOUTHWEST,41.9192,-91.6862,CEDAR RAPIDS,LINN COUNTY,IA,52404,ARCHER DANIELS MIDLAND CO (100%),2821684,"C,II"
2022,ADM Deerfield,1010610,17700 South Highway T,37.80725,-94.585301,Deerfield,VERNON COUNTY,MO,64741,ARCHER DANIELS MIDLAND CO (100%),42703,C
2022,ADM Fostoria,1011855,608 FINDLAY ROAD,41.1494,-83.43295,Fostoria,HANCOCK COUNTY,OH,44830,ARCHER DANIELS MIDLAND CO (100%),27075,C
2022,ADM QUINCY,1000376,2100 GARDNER EXPRESSWAY,39.903884,-91.410552,QUINCY,ADAMS COUNTY,IL,62305,ARCHER DANIELS MIDLAND CO (100%),96636,C
2022,ADM SOUTHERN CELLULOSE PROD.IN,1006080,103 W 45TH ST,34.997921,-85.318581,CHATTANOOGA,HAMILTON COUNTY,TN,37410,ARCHER DANIELS MIDLAND CO (100%),21678,C
2022,ADM SOYBEAN PROCESSING - DES MOINES,1000034,1935 EAST EUCLID AVENUE,41.626329,-93.583205,DES MOINES,POLK COUNTY,IA,50313,ARCHER DANIELS MIDLAND CO (100%),150759,C
2022,ADM Southport,1014236,1730 E Moore Street SE,33.94516,-78.00117,Southport,BRUNSWICK COUNTY,NC,28461,ARCHER DANIELS MIDLAND CO (100%),89005,C
2022,ADM Valdosta,1011961,1841 Clay Road,30.8325,-83.248056,Valdosta,LOWNDES COUNTY,GA,31601,ARCHER DANIELS MIDLAND CO (100%),63079,C
2022,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,1001845,2510 ENGEL ROAD,44.4093,-89.854855,WISCONSIN RAPIDS,WOOD COUNTY,WI,54495,WASTE MANAGEMENT INC (100%),357,"C,HH"
2022,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",1003038,31226 INTREPID ROAD,39.73376,-92.53825,MACON,MACON COUNTY,MO,63552,WASTE MANAGEMENT INC (100%),80,"C,HH"
2022,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,1001637,8290 HIGHWAY 251,42.14,-89.085,DAVIS JUNCTION,OGLE COUNTY,IL,61020,WASTE MANAGEMENT INC (100%),504,"C,HH"
2022,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,1006963,1363 BEAR RD,39.822266,-89.043754,DECATUR,MACON COUNTY,IL,62522,WASTE MANAGEMENT INC (100%),692,"C,HH"
2022,ADVANSIX INC - CHESTERFIELD PLANT,1000627,4101 BERMUDA HUNDRED RD,37.336111,-77.2825,CHESTER,CHESTERFIELD COUNTY,VA,23836,ADVANSIX INC (100%),59949,C
2022,ADVANSIX INCORPORATED - HOPEWELL,1000630,905 EAST RANDOLPH ROAD,37.1815,-77.1621,HOPEWELL,HOPEWELL CITY,VA,23860,ADVANSIX INC (100%),1163400,"C,G,PP"
2022,AES - PUERTO RICO COGENERATION PLANT,1005310,"KM 142, RTE. #3 BO. JOBOS",17.945,-66.15027,GUAYAMA,GUAYAMA MUNICIPIO,PR,785,AES CORP (100%),3451923,C
2022,AES Alamitos,1001444,690 N STUDEBAKER ROAD,33.7688,-118.1009,LONG BEACH,Los Angeles,CA,90803,AES CORP (100%),1760660,"C,D"
2022,AES HAWAII INC,1005972,91-086 KAOMI LP,21.301222,-158.107306,KAPOLEI,HONOLULU COUNTY,HI,96707,AES CORP (100%),636257,C
2022,AES Huntington Beach,1001447,21730 NEWLAND ST,33.6436,-117.9788,HUNTINGTON BEACH,Orange,CA,92646,AES CORP (100%),1540608,"C,D"
2022,AES Redondo Beach,1001450,1100 N HARBOR DRIVE,33.8504,-118.395,REDONDO BEACH,Los Angeles,CA,90277,AES CORP (100%),197611,D
2022,AES Warrior Run,1001223,11600 MEXICO FARMS RD SE,39.5944,-78.7456,CUMBERLAND,Allegany,MD,21502,AES CORP (100%),1394818,"C,D,PP"
2022,AFTON CHEMICAL CORP,1003853,501 MONSANTO AVE.,38.60055,-90.1729,SAUGET,ST. CLAIR COUNTY,IL,62201,NEWMARKET CORP (100%),51413,C
2022,AG Energy,1007551,21 Entrance Avenue,44.7258,-75.4417,Ogdensburg,ST. LAWRENCE COUNTY,NY,13669,AG ENERGY PARTNERS LP (100%),6182,"C,D"
2022,AG PROCESSING INC,1002069,4739 380TH ST,43.10102,-94.65419,EMMETSBURG,PALO ALTO COUNTY,IA,50536,AG PROCESSING INC A COOPERATIVE (100%),24204,C
2022,AG PROCESSING INC-EAGLE GROVE,1006054,500 NORTH COMMERCIAL AVENUE,42.669167,-93.904444,EAGLE GROVE,WRIGHT COUNTY,IA,50533,AG PROCESSING INC A COOPERATIVE (100%),71613,C
2022,AG PROCESSING INC-SHELDON,1002408,804 2ND AVE,43.182248,-95.856177,SHELDON,O'BRIEN COUNTY,IA,51201,AG PROCESSING INC A COOPERATIVE (100%),27451,C
2022,AG PROCESSING INCORPORATED A COOPERATIVE,1002291,800 DIAGONAL STREET,44.93265,-96.056491,DAWSON,LAC QUI PARLE COUNTY,MN,56232,AG PROCESSING INC A COOPERATIVE (100%),39210,C
2022,AGC FLAT GLASS N AMERICA INC,1007333,201 DUNCANNON LANE,37.70034,-84.26929,RICHMOND,MADISON COUNTY,KY,40475,AGC AMERICA INC (100%),97605,"C,N"
2022,AGP SOY/CORN PROCESSING,1002067,2801 E 7TH ST,40.58971,-98.33974,HASTINGS,ADAMS COUNTY,NE,68901,AG PROCESSING INC A COOPERATIVE (100%),189004,C
2022,AGRI ENERGY LLC,1005284,502 SOUTH WALNUT AVENUE,43.648333,-96.224444,LUVERNE,ROCK COUNTY,MN,56156,GEVO INC (100%),2263,"C,II"
2022,AGRIUM US BORGER NITROGEN OPERATIONS,1002380,9201 FM 1551,35.6411,-101.4203,BORGER,HUTCHINSON COUNTY,TX,79007,AGRIUM US INC (100%),1026152,"C,G,PP"
2022,AGRIUM US INC - KFO,1004236,227515 E BOWLES ROAD,46.165957,-119.017218,KENNEWICK,BENTON COUNTY,WA,99337,AGRIUM US INC (100%),9555,"C,U,V"
2022,AHN Heartland Ingredients,1001919,1116 Highway 137,41.14375,-92.647694,EDDYVILLE,MONROE COUNTY,IA,52553,AJINOMOTO HEALTH & NUTRITION NORTH AMERICA INC (100%),116739,C
2022,"AIR LIQUID LARGE INDUSTRIES US, LP",1006430,324 W EL SEGUNDO BLVD,33.905833,-118.401944,EL SEGUNDO,LOS ANGELES COUNTY,CA,90245,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),620672,P
2022,AIR LIQUIDE - CORPUS CHRISTI SMR,1003724,5880 UP RIVER ROAD,27.813911,-97.472347,CORPUS CHRISTI,NUECES COUNTY,TX,78407,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),317571,P
2022,AIR LIQUIDE - FREEPORT HYCO PLANT,1003730,2398 VICTORIA ROAD,28.98037,-95.38396,FREEPORT,BRAZORIA COUNTY,TX,77541,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),197147,"C,P"
2022,AIR LIQUIDE - PORT NECHES ASU COGENERATION PLANT,1003780,2121 PARK STREET,29.981116,-93.952389,PORT NECHES,JEFFERSON COUNTY,TX,77651,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),3052,C
2022,AIR LIQUIDE AMERICA CORP,1003910,2292 Callahan Rd,32.4478,-94.6875,LONGVIEW,HARRISON COUNTY,TX,75602,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),484975,P
2022,AIR LIQUIDE AMERICA CORP.,1006115,36597 HWY 30,30.21023,-90.99085,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),445852,C
2022,AIR LIQUIDE GEISMAR UTILITY SERVICES,1003591,36183 HWY 30,30.216085,-91.002699,GEISMAR,ASCENSION PARISH,LA,70734,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),150378,C
2022,AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,1003748,1391 SAN PABLO AVE,38.047952,-122.256895,RODEO,CONTRA COSTA COUNTY,CA,94572,AMERICAN AIR LIQUIDE HOLDINGS INC (100%),914744,P
2022,AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,1003013,102 TROUSDALE RD,30.238889,-93.281944,WESTLAKE,CALCASIEU PARISH,LA,70669,AIR PRODUCTS & CHEMICALS INC (100%),792651,P
2022,AIR PRODUCTS & CHEMICALS INC - Geismar SMR,1002698,8013 HWY 3251,30.18379,-90.98836,GEISMAR,ASCENSION PARISH,LA,70734,AIR PRODUCTS & CHEMICALS INC (100%),47332,"P,PP"
2022,AIR PRODUCTS & CHEMICALS INC - INDUSTRIAL GAS PRODUCTION FACILITY,1003009,14700 INTRACOASTAL DRIVE,30.022255,-89.900984,NEW ORLEANS,ORLEANS PARISH,LA,70129,AIR PRODUCTS & CHEMICALS INC (100%),192113,P
2022,AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,1002121,110 WATERFRONT RD,38.032767,-122.07594,MARTINEZ,CONTRA COSTA COUNTY,CA,94553,AIR PRODUCTS & CHEMICALS INC (100%),772660,P
2022,AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,1005809,11631 US Route 23,38.37673,-82.60581,CATLETTSBURG,BOYD COUNTY,KY,41129,AIR PRODUCTS & CHEMICALS INC (100%),149439,P
2022,AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,1002727,4663 W AIRLINE HWY,30.09959,-90.648851,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,AIR PRODUCTS & CHEMICALS INC (100%),910960,P
2022,AIR PRODUCTS AND CHEMICALS INCORPORATED,1002123,5025 83RD STREET,38.529722,-121.398889,SACRAMENTO,SACRAMENTO COUNTY,CA,95826,AIR PRODUCTS & CHEMICALS INC (100%),45454,P
2022,AIR PRODUCTS BAYTOWN PLANT,1002430,5503 WEST BAKER ROAD,29.757778,-95.023056,BAYTOWN,HARRIS COUNTY,TX,77520,AIR PRODUCTS & CHEMICALS INC (100%),59898,C
2022,AIR PRODUCTS CARSON HYDROGEN PLANT,1002257,23300 SOUTH ALAMEDA STREET,33.812778,-118.231389,CARSON,LOS ANGELES COUNTY,CA,90810,AIR PRODUCTS & CHEMICALS INC (100%),711872,P
2022,AIR PRODUCTS WILMINGTON HYDROGEN PLANT,1002435,700 HENRY FORD AVENUE,33.780833,-118.241111,WILMINGTON,LOS ANGELES COUNTY,CA,90744,AIR PRODUCTS & CHEMICALS INC (100%),769237,P
2022,AJAX PLANT,1010475,16600 CR N,35.546399,-100.116256,Wheeler,,TX,79014,PRODUCERS MIDSTREAM II LLC (100%),35232,"C,W"
2022,AKER PLANT,1003129,261 FCR 181,31.91,-96.2233,STREETMAN,FREESTONE COUNTY,TX,75859,M6 Midstream LLC (100%),38596,"C,PP,W"
2022,AL CORN CLEAN FUEL,1005149,797 5th Street,44.049412,-93.017379,CLAREMONT,DODGE COUNTY,MN,55924,AL-CORN CLEAN FUEL (100%),202951,C
2022,AL Sandersville,1000129,1600 MILLS LINDSEY SCHOOL ROAD,33.1189,-82.8608,WARTHEN,Washington,GA,31094,AL SANDERSVILLE LLC (100%),104278,D
2022,"ALABAMA RIVER CELLULOSE, LLC",1007917,2373 LENA LANDEGGER HWY,31.580112,-87.490073,PERDUE HILL,MONROE COUNTY,AL,36470,KOCH INDUSTRIES INC (100%),247124,"AA,C,TT"
2022,ALADDIN MILLS - ANTIOCH RD PLA NT,1007272,2001 ANTIOCH ROAD,34.73399,-84.94646,DALTON,WHITFIELD COUNTY,GA,30720,MOHAWK INDUSTRIES INC (100%),35550,C
2022,ALBEMARLE CORPORATION HOUSTON PLANT,1003402,2500 N. SOUTH ST.,29.742498,-95.165513,PASADENA,HARRIS COUNTY,TX,77503,ALBEMARLE CORP (100%),44915,C
2022,ALBEMARLE CORPORATION-SOUTH PLANT,1004307,2270 HWY 79 SOUTH OF MAGNOLIA,33.1756,-93.2169,MAGNOLIA,COLUMBIA COUNTY,AR,71753,ALBEMARLE CORP (100%),82887,C
2022,ALCOA INC - WARRICK OPERATIONS,1001877,,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA CORP (100%),5223497,"C,D,F"
2022,ALCOA INTALCO WORKS,1003562,4050 MOUNTAIN VIEW RD.,48.8455,-122.7055,FERNDALE,WHATCOM COUNTY,WA,98248,ALCOA CORP (100%),1385,"C,F,TT"
2022,ALLEGANY BALLISTICS LABORATORY,1005862,210 STATE ROUTE 956,39.56097,-78.84361,KEYSER,MINERAL COUNTY,WV,26726,NORTHROP GRUMMAN CORP (100%),23669,C
2022,ALLEN COUNTY PUBLIC WORKS,1007192,1170 2800TH ST,37.901209,-95.280776,LA HARPE,ALLEN COUNTY,KS,66751,COUNTY OF ALLEN KANSAS (100%),63,"C,HH"
2022,ALLIANCE COMPRESSOR STATION,1005887,12495 HWY 114,33.03512,-97.331434,JUSTIN,DENTON COUNTY,TX,76247,CRESTWOOD EQUITY PARTNERS LP (100%),46822,"C,W"
2022,ALLIANCE PIPELINE - OLIVIA 23-A,1005705,38884 870TH AVE,44.8491,-94.8969,BIRD ISLAND,RENVILLE COUNTY,MN,55310,Enbridge (US) Inc (100%),92528,"C,W"
2022,ALLIANCE PIPELINE L.P. - MANCHESTER,1001559,1242 220TH STREET,42.4671,-91.5509,MANCHESTER,DELAWARE COUNTY,IA,52057,Enbridge (US) Inc (100%),89184,"C,W"
2022,ALLIANCE PIPELINE LP-Tampico,1001560,580 TAMPICO RD,41.592546,-89.784245,TAMPICO,WHITESIDE COUNTY,IL,61283,Enbridge (US) Inc (100%),65917,"C,W"
2022,"ALLIANCE PIPELINE, L.P.-FAIRMOUNT COMPRESSOR STATION",1000245,17950 98TH ST SE,45.993367,-96.648999,FAIRMOUNT,RICHLAND COUNTY,ND,58030,Enbridge (US) Inc (100%),98645,"C,W"
2022,"ALLIANCE PIPELINE, L.P.-WIMBLEDON COMPRESSOR STATION",1001558,1540 98TH AVE SE,47.191058,-98.42561,WIMBLEDON,BARNES COUNTY,ND,58492,Enbridge (US) Inc (100%),96349,"C,W"
2022,ALLIANCE SANI LDFL,1007645,398 KEYSER AVENUE,41.3965,-75.7375,TAYLOR,LACKAWANNA COUNTY,PA,18517,WASTE MANAGEMENT INC (100%),642,"C,HH"
2022,ALLISON GAS PLANT,1007496,16298 Co. Rd. EE,35.60785,-100.10148,Allison,WHEELER COUNTY,TX,79003,PRODUCERS MIDSTREAM II LLC (100%),30972,"C,W"
2022,"ALLISON TRANSMISSION, Inc.",1000048,One Allison Way,39.779861,-86.240969,INDIANAPOLIS,MARION COUNTY,IN,46222,ALLISON TRANSMISSION HOLDINGS INC (100%),6208,C
2022,ALLP Greenriver Basin,1012251,1801 California Street Suite 1200,39.74762641,-104.9897734,Denver,,CO,80202,MARATHON PETROLEUM CORP (100%),75613,W
2022,ALLP Uinta Basin,1012248,1801 California St. Suite 1200,39.74762641,-104.9897734,Denver,,CO,80202,MARATHON PETROLEUM CORP (100%),131462,W
2022,ALMATIS INC - BAUXITE ARKANSAS,1004327,4701 ALCOA ROAD,34.57522,-92.53173,Benton,SALINE COUNTY,AR,72015,ALMATIS INC (100%),67650,C
2022,ALON REFINING KROTZ SPRINGS INC,1007622,356 S. LEVEE RD,30.526504,-91.748383,KROTZ SPRINGS,ST. LANDRY PARISH,LA,70750,DELEK US HOLDINGS INC (100%),545742,"C,MM,Y"
2022,ALPHA RIDGE LANDFILL,1007291,2350 MARRIOTTSVILLE ROAD,39.30718,-76.89862,MARRIOTTSVILLE,HOWARD COUNTY,MD,21104,HOWARD COUNTY OF MARYLAND (INC) (100%),77,"C,HH"
2022,ALTIVIA Institute Facilities,1013670,250 Carbide Rd,38.384705,-81.776181,Dunbar,KANAWHA COUNTY,WV,25064,ALTIVIA SERVICES LLC (100%),105473,C
2022,"ALTIVIA Petrochemicals, LLC - HAVERHILL COMPLEX",1007401,1019 HAVERHILL OHIO FURNACE ROAD,38.59167,-82.81944,HAVERHILL,SCIOTO COUNTY,OH,45636,ALTIVIA CORP (100%),27335,C
2022,ALTO COLUMBIA LLC,1007263,71335 RAIL LOOP DRIVE,45.855921,-119.656083,BOARDMAN,MORROW COUNTY,OR,97818,ALTO INGREDIENTS INC (100%),39120,"C,PP"
2022,ALTO MAGIC VALLEY LLC,1007264,2600 WASHINGTON AVENUE,42.521324,-113.815693,BURLEY,CASSIA COUNTY,ID,83318,ALTO INGREDIENTS INC (100%),56591,C
2022,ALTON STEEL COMPANY,1003268,#5 CUT ST.,38.88321,-90.14503,ALTON,MADISON COUNTY,IL,62002,ALTON STEEL INC (100%),22147,"C,Q"
